Country,Year,GDP [million Euro],Population,Emissions_GHG [thousand tonnes CO2eq],Emissions_NOx [tonne],Emissions_PM2.5 [tonne],Emissions_PM10 [tonne],Emissions_SOx [tonne],Emissions_NMVOC [tonne],Emissions_NH3 [tonne],Emissions_Pb [tonne],Emissions_Cd [tonne],Emissions_Hg [tonne],Emissions_As [tonne],Emissions_Ni [tonne],Emissions_Cr [tonne],Cost_GHG [Euro per tonnes CO2eq],Cost_NOx [Euro per tonne],Cost_PM2.5 [Euro per tonne],Cost_PM10 [Euro per tonne],Cost_SOx [Euro per tonne],Cost_NMVOC [Euro per tonne],Cost_NH3 [Euro per tonne],Cost_Pb [Euro per kg],Cost_Cd [Euro per kg],Cost_Hg [Euro per kg],Cost_As [Euro per kg],Cost_Ni [Euro per kg],Cost_Cr [Euro per kg],GDP per capita,External cost GHG,External cost NOx,External cost PM2.5,External cost PM10,External cost SOx,External cost NMVOC,External cost NH3,External cost Pb,External cost Cd,External cost Hg,External cost As,External cost Ni,External cost Cr,Total external cost,GrDP [million Euro],GrDP per capita [Euro],Share external cost [%]
Denmark,2013,258742.7,5602628.0,56863.29,124750,17960,28720,12770,120510,73650,12,1,0,0,4,2,105,25320.0,124113,80593,54274.0,1483.0,25524,32531,185175,16903,11044,24,3129,46182.38083984873,5970.64545,3158.67,2229.06948,2314.63096,693.07898,178.71633,1879.8426,390.372,185.175,0.0,0.0,0.096,6.258,17006.5548,241736.1452,43146.92055228368,6.57276699980328
Germany,2013,2811350.0,80523746.0,910652.86,1436360,111730,225590,360520,1212400,636980,163,12,10,7,135,74,105,74688.0,266647,173147,116457.0,5720.0,90548,32531,185175,16903,11044,24,3129,34913.303710435925,95618.5503,107278.85568,29792.46931,39060.23173,41985.07764,6934.928,57677.26504,5302.553,2222.1,169.03,77.308,3.24,231.546,386353.1547000001,2424996.8453,30115.300961035766,13.742620260728833
Estonia,2013,18910.8,1320174.0,19769.32,36250,12000,20290,41690,22530,10610,42,1,1,11,7,11,105,7116.0,26735,17360,6789.0,508.0,15020,32531,185175,16903,11044,24,3129,14324.475410059584,2075.7785999999996,257.955,320.82,352.2344,283.03341,11.44524,159.3622,1366.302,185.175,16.903,121.484,0.168,34.419,5185.07985,13725.72015,10396.90234014607,27.4186171394124
Ireland,2013,179457.6,4609779.0,65450.61,113050,14790,29200,23760,111130,117920,6,0,0,1,7,2,105,29855.0,50219,32609,77934.0,1779.0,15632,32531,185175,16903,11044,24,3129,38929.76214261031,6872.31405,3375.10775,742.73901,952.1828,1851.71184,197.70027,1843.32544,195.186,0.0,0.0,11.044,0.168,6.258,16047.737159999999,163409.86284000002,35448.52428717299,8.942355832241152
Greece,2013,179884.4,11003615.0,101079.22,273550,44290,72240,121760,175770,68120,25,4,2,2,50,8,105,26670.0,145705,94614,36550.0,3480.0,41129,32531,185175,16903,11044,24,3129,16347.754806034196,10613.3181,7295.5785,6453.27445,6834.91536,4450.328,611.6796,2801.70748,813.275,740.7,33.806,22.088,1.2,25.032,40696.90248999999,139187.49751000002,12649.251860411332,22.623919856307715
Spain,2013,1020348.0,46727890.0,290251.74,762280,135360,190940,219360,555570,421960,96,7,4,14,53,25,105,42135.0,201671,130955,71915.0,3611.0,22806,32531,185175,16903,11044,24,3129,21835.95278965089,30476.432699999998,32118.6678,27298.18656,25004.5477,15775.2744,2006.16327,9623.21976,3122.976,1296.225,67.612,154.616,1.272,78.225,147023.41819,873324.58181,18689.578789241285,14.40914454578242
France,2013,2117189.0,65600350.0,441014.42,1039590,163660,245630,201290,1066990,605140,98,3,4,7,53,34,105,63655.0,208191,135189,111252.0,6209.0,42588,32531,185175,16903,11044,24,3129,32274.05036710932,46306.5141,66175.10145,34072.53906,33206.47407,22393.91508,6624.94091,25771.70232,3188.038,555.525,67.612,77.308,1.272,106.386,238547.32799,1878641.67201,28637.677573519042,11.267172084778448
Croatia,2013,44329.4,4262140.0,18743.81,61430,34560,46960,17190,76660,35440,8,1,0,0,5,2,105,59833.0,192306,124874,79013.0,5231.0,59914,32531,185175,16903,11044,24,3129,10400.737657608619,1968.10005,3675.54119,6646.09536,5864.08304,1358.23347,401.00846,2123.35216,260.248,185.175,0.0,0.0,0.12,6.258,22488.21473,21841.18527,5124.4645342480535,50.72979722261072
Italy,2013,1612751.3,59685227.0,410809.33,778760,170000,203980,149210,999310,375840,204,5,8,17,31,36,105,108205.0,592650,384838,93754.0,15642.0,93026,32531,185175,16903,11044,24,3129,27020.946070959904,43134.97965,84265.7258,100750.5,78499.25524,13989.03434,15631.20702,34962.89184,6636.324,925.875,135.224,187.748,0.744,112.644,379232.15288999997,1233519.14711,20667.07641256018,23.514608414204965
Cyprus,2013,17995.0,865878.0,7572.23,15350,960,1790,13500,8880,8240,0,0,0,0,5,0,105,15126.0,48390,31422,18211.0,889.0,14690,32531,185175,16903,11044,24,3129,20782.37349834503,795.0841499999999,232.1841,46.4544,56.24538,245.8485,7.89432,121.0456,0.0,0.0,0.0,0.0,0.12,0.0,1504.87645,16490.12355,19044.39603500724,8.362747707696581
Latvia,2013,22791.3,2023825.0,8379.97,36400,21070,30130,3920,43900,16730,4,1,0,0,0,1,105,19176.0,98627,64043,28699.0,665.0,17100,32531,185175,16903,11044,24,3129,11261.497412078614,879.89685,698.0064,2078.07089,1929.61559,112.50008,29.1935,286.083,130.124,185.175,0.0,0.0,0.0,3.129,6331.794309999999,16459.505689999998,8132.870030758588,27.78162856002071
Lithuania,2013,35039.5,2971905.0,10623.48,51620,6550,12140,14320,54870,34440,3,0,0,0,2,1,105,18399.0,62144,40353,25598.0,647.0,20560,32531,185175,16903,11044,24,3129,11790.2490153622,1115.4653999999998,949.75638,407.0432,489.88542,366.56336,35.50089,708.0864,97.593,0.0,0.0,0.0,0.048,3.129,4173.07105,30866.42895,10386.0752446663,11.90961928680489
Luxembourg,2013,49094.5,537039.0,10795.61,34100,1580,2220,1590,11610,5270,1,0,0,0,0,0,105,71957.0,247472,160696,150219.0,4640.0,82776,32531,185175,16903,11044,24,3129,91417.01068265061,1133.53905,2453.7337,391.00576,356.74512,238.84821,53.8704,436.22952,32.531,0.0,0.0,0.0,0.0,0.0,5096.502759999999,43997.99724,81927.00574818588,10.381005530151034
Hungary,2013,102276.1,9908798.0,54184.61,127350,59560,78730,29220,133230,73460,9,2,1,2,2,8,105,68921.0,261548,169836,77634.0,4795.0,74316,32531,185175,16903,11044,24,3129,10321.746391439203,5689.38405,8777.08935,15577.79888,13371.18828,2268.46548,638.83785,5459.25336,292.779,370.35,16.903,22.088,0.048,25.032,52509.21725000001,49766.88275,5022.494428688525,51.340652654921335
Malta,2013,7944.3,422509.0,2793.53,7870,500,1010,5000,3600,1530,3,0,0,0,0,0,105,7158.0,150194,97529,17076.0,2486.0,87032,32531,185175,16903,11044,24,3129,18802.67639269223,293.32065,56.33346,75.097,98.50429,85.38,8.9496,133.15896,97.593,0.0,0.0,0.0,0.0,0.0,848.33696,7095.963040000001,16794.821033398108,10.67856148433468
Netherlands,2013,660463.0,16779575.0,198421.21,301360,19220,32210,30430,255740,125180,14,3,1,1,2,4,105,79400.0,294599,191298,135753.0,6051.0,112156,32531,185175,16903,11044,24,3129,39361.12803810585,20834.22705,23927.984,5662.19278,6161.70858,4130.96379,1547.48274,14039.68808,455.434,555.525,16.903,11.044,0.048,12.516,77355.71701999998,583107.28298,34751.01621942153,11.712346796111209
Austria,2013,323910.2,8451860.0,77234.52,189750,17610,29810,14370,124840,62660,21,1,1,0,0,0,105,75781.0,227195,147529,113124.0,8226.0,75613,32531,185175,16903,11044,24,3129,38324.132202852394,8109.624600000001,14379.44475,4000.90395,4397.83949,1625.59188,1026.93384,4737.91058,683.151,185.175,16.903,0.0,0.0,0.0,39163.47809,284746.72191,33690.42103276675,12.090844342042947
Poland,2013,392310.7,38062535.0,356792.71,776250,133690,237390,702400,652400,309650,305,9,10,18,84,38,105,27011.0,129265,83938,42598.0,3070.0,70606,32531,185175,16903,11044,24,3129,10307.003986991407,37463.23455,20967.28875,17281.43785,19926.04182,29920.8352,2002.868,21863.1479,9921.955,1666.575,169.03,198.792,2.016,118.902,161502.12407,230808.57593000002,6063.930737403592,41.166892483432136
Portugal,2013,170492.3,10487289.0,56135.19,163340,51700,74890,48130,145650,55890,26,2,1,2,27,8,105,31431.0,234012,151956,35284.0,2221.0,25361,32531,185175,16903,11044,24,3129,16257.042215581167,5894.19495,5133.93954,12098.4204,11379.98484,1698.21892,323.48865,1417.42629,845.806,370.35,16.903,22.088,0.648,25.032,39226.500589999996,131265.79940999998,12516.65701307554,23.00778427530158
Romania,2013,143690.4,20020074.0,84865.02,226530,114980,153210,210090,250700,184760,37,3,2,4,13,11,105,52412.0,217324,141119,61831.0,3748.0,48662,32531,185175,16903,11044,24,3129,7177.3161278025245,8910.8271,11872.89036,24987.91352,21620.84199,12990.07479,939.6236,8990.79112,1203.647,555.525,33.806,44.176,0.312,34.419,92184.84748,51505.55252,2572.6954116153615,64.15518885047297
Slovenia,2013,36454.3,2058821.0,12843.11,42890,13940,15650,9630,35030,18410,5,1,0,1,2,1,105,84406.0,373078,242259,93509.0,10127.0,80401,32531,185175,16903,11044,24,3129,17706.396039286563,1348.52655,3620.17334,5200.70732,3791.35335,900.49167,354.74881,1480.18241,162.655,185.175,0.0,11.044,0.048,3.129,17058.23445,19396.065550000003,9420.957698605174,46.79347690121604
Slovakia,2013,74217.3,5410836.0,33339.16,74230,24040,29690,51740,116140,30120,11,1,1,1,2,4,105,50306.0,233434,151580,60571.0,5753.0,104309,32531,185175,16903,11044,24,3129,13716.420161320728,3500.6118,3734.21438,5611.75336,4500.4102,3133.94354,668.15342,3141.78708,357.841,185.175,16.903,11.044,0.048,12.516,24874.400779999993,49342.89922000001,9119.27458529514,33.51563689328498
Finland,2013,204321.0,5426674.0,44448.85,158390,19690,34330,47610,96240,34590,16,1,1,3,17,18,105,14520.0,65365,42445,17104.0,634.0,13649,32531,185175,16903,11044,24,3129,37651.23904623716,4667.12925,2299.8228,1287.03685,1457.13685,814.32144,61.01616,472.11891,520.496,185.175,16.903,33.132,0.408,56.322,11871.018259999997,192449.98174000002,35463.70792496473,5.809984416677677
Sweden,2013,441850.7,9555893.0,14522.34,152820,23290,42800,23290,158240,54550,8,1,0,1,9,5,105,18625.0,53538,34765,20187.0,932.0,17421,32531,185175,16903,11044,24,3129,46238.55666864415,1524.8456999999999,2846.2725,1246.90002,1487.942,470.15523,147.47968,950.31555,260.248,185.175,0.0,11.044,0.216,15.645,9146.23868,432704.46132,45281.42595569038,2.069983974224778
Norway,2013,393408.7,5051275.0,31794.1,198830,28490,37140,17460,159800,30590,6,1,0,1,0,4,105,16865.64706,56741,36845,15510.52941,1117.0,9684,32531,185175,16903,11044,24,3129,77883.04932912978,3338.3805,3353.3966049398,1616.55109,1368.4233,270.8138434986,178.4966,296.23356,195.186,185.175,0.0,11.044,0.0,12.516,10826.2164984384,382582.4835015616,75739.785203055,2.751900631185431
Switzerland,2013,536632.9,8039060.0,50897.18,80890,7830,15760,8000,92590,56280,17,1,1,0,0,0,105,143134.2577,306655,199126,232060.8763,12280.68085,65004,32531,185175,16903,11044,24,3129,66753.19004958292,5344.2039,11578.130105352999,2401.10865,3138.22576,1856.4870104000001,1137.0682399015,3658.42512,553.027,185.175,16.903,0.0,0.0,0.0,29868.7537856545,506764.1462143455,63037.736528194284,5.565956501298094
United Kingdom,2013,2096338.0,63905342.0,566005.54,1130030,118710,181640,405250,825630,254820,99,5,6,19,139,43,105,55633.0,268250,174188,117414.0,4722.0,102606,32531,185175,16903,11044,24,3129,32803.79909397871,59430.5817,62866.95899,31843.9575,31639.50832,47582.0235,3898.62486,26146.06092,3220.569,925.875,101.418,209.836,3.336,134.547,268003.29679000005,1828334.70321,28610.044888109667,12.784355232314638
Belgium,2014,403003.3,11180840.0,113869.55,197170,20880,29490,40600,118340,69490,23,1,2,1,5,6,105,67427.0,512037,332491,159275.0,7953.0,162801,32531,185175,16903,11044,24,3129,36044.098654483925,11956.30275,13294.58159,10691.33256,9805.15959,6466.565,941.15802,11313.04149,748.213,185.175,33.806,11.044,0.12,18.774,65465.27300000001,337538.027,30188.968539036425,16.244351597120918
Bulgaria,2014,43026.0,7245677.0,50308.75,118410,30880,51710,186700,78250,45180,81,3,1,4,6,6,105,39770.0,309647,201070,46368.0,2791.0,58106,32531,185175,16903,11044,24,3129,5938.161472005998,5282.41875,4709.1657,9561.89936,10397.3297,8656.9056,218.39575,2625.22908,2635.011,555.525,16.903,44.176,0.144,18.774,44721.876939999995,-1695.8769399999946,-234.05362121441445,103.94151661785895
Czechia,2014,157821.3,10512419.0,120804.39,208570,41560,53080,134460,230950,98260,23,1,3,1,6,11,105,49118.0,282451,183409,71277.0,8138.0,131699,32531,185175,16903,11044,24,3129,15012.84338076707,12684.460949999999,10244.54126,11738.66356,9735.34972,9583.90542,1879.4711,12940.74374,748.213,185.175,50.709,11.044,0.144,34.419,69836.83975,87984.46024999999,8369.57319243078,44.250579452836845
Denmark,2014,265757.0,5627235.0,53368.0,115290,16510,28020,10710,112040,73180,12,1,0,0,3,2,105,25320.0,124113,80593,54274.0,1483.0,25524,32531,185175,16903,11044,24,3129,47226.92405772995,5603.64,2919.1428,2049.10563,2258.21586,581.27454,166.15532,1867.84632,390.372,185.175,0.0,0.0,0.072,6.258,16027.25747,249729.74253,44378.765509171026,6.030794097615491
Germany,2014,2927430.0,80767463.0,871833.82,1391550,103950,217540,339280,1173850,644690,159,12,10,7,128,75,105,74688.0,266647,173147,116457.0,5720.0,90548,32531,185175,16903,11044,24,3129,36245.16471440981,91542.5511,103932.0864,27717.95565,37666.39838,39511.53096,6714.422,58375.39012,5172.429,2222.1,169.03,77.308,3.072,234.675,373338.94861,2554091.05139,31622.771800941675,12.753129830943866
Estonia,2014,20048.2,1315819.0,19420.86,35260,8740,15220,46810,22450,10730,39,1,1,10,6,10,105,7116.0,26735,17360,6789.0,508.0,15020,32531,185175,16903,11044,24,3129,15236.290097650208,2039.1903,250.91016,233.6639,264.2192,317.79309,11.4046,161.1646,1268.709,185.175,16.903,110.44,0.144,31.29,4891.006850000001,15157.19315,11519.20830296568,24.39623931325506
Ireland,2014,195085.2,4637852.0,64634.73,112090,14000,28280,17590,108180,114250,6,0,0,1,7,2,105,29855.0,50219,32609,77934.0,1779.0,15632,32531,185175,16903,11044,24,3129,42063.69672857176,6786.646650000001,3346.44695,703.066,922.18252,1370.85906,192.45222,1785.956,195.186,0.0,0.0,11.044,0.168,6.258,15320.2654,179764.9346,38760.38618739882,7.853115151738829
Greece,2014,177236.0,10926807.0,99131.01,269070,44960,75540,104470,171970,65020,27,4,2,3,34,15,105,26670.0,145705,94614,36550.0,3480.0,41129,32531,185175,16903,11044,24,3129,16220.291984657548,10408.756049999998,7176.0969,6550.8968,7147.14156,3818.3785,598.4556,2674.20758,878.337,740.7,33.806,33.132,0.816,46.935,40107.65898999999,137128.34101,12549.717498442134,22.629521649100628
Spain,2014,1032158.0,46512199.0,290354.23,767860,120110,175230,240790,556850,443620,98,7,4,11,46,26,105,42135.0,201671,130955,71915.0,3611.0,22806,32531,185175,16903,11044,24,3129,22191.124526277505,30487.19415,32353.7811,24222.70381,22947.24465,17316.41285,2010.78535,10117.19772,3188.038,1296.225,67.612,121.484,1.104,81.354,144211.13663,887946.86337,19090.62315823855,13.971808253193792
France,2014,2149765.0,66165980.0,416199.3,969020,140430,219440,158190,1050320,609430,93,3,5,6,47,31,105,63655.0,208191,135189,111252.0,6209.0,42588,32531,185175,16903,11044,24,3129,32490.48831438754,43700.9265,61682.9681,29236.26213,29665.87416,17598.95388,6521.43688,25954.40484,3025.383,555.525,84.515,66.264,1.128,96.999,218190.64049,1931574.35951,29192.862548246092,10.149511248438783
Croatia,2014,43918.6,4246809.0,18135.63,58110,30000,41140,13910,70060,33980,8,1,0,0,4,2,105,59833.0,192306,124874,79013.0,5231.0,59914,32531,185175,16903,11044,24,3129,10341.552916554523,1904.24115,3476.89563,5769.18,5137.31636,1099.07083,366.48386,2035.87772,260.248,185.175,0.0,0.0,0.096,6.258,20240.842550000005,23677.757449999994,5575.423205988306,46.08717616226384
Italy,2014,1627405.6,60782668.0,388805.5,756150,152390,186190,132730,927650,364370,207,4,8,17,30,35,105,108205.0,592650,384838,93754.0,15642.0,93026,32531,185175,16903,11044,24,3129,26774.171874127012,40824.5775,81819.21075,90313.9335,71652.98722,12443.96842,14510.3013,33895.88362,6733.917,740.7,135.224,187.748,0.72,109.515,353368.68630999996,1274036.91369,20960.529631407426,21.713621134768122
Cyprus,2014,17430.2,858000.0,7942.9,16130,910,1660,16700,8430,8270,0,0,0,0,5,0,105,15126.0,48390,31422,18211.0,889.0,14690,32531,185175,16903,11044,24,3129,20314.91841491842,834.0045,243.98238,44.0349,52.16052,304.1237,7.49427,121.4863,0.0,0.0,0.0,0.0,0.12,0.0,1607.4065699999999,15822.793430000002,18441.484184149187,9.221962857569045
Latvia,2014,23625.8,2001468.0,12124.84,35990,20590,29830,3890,44280,17210,3,1,0,0,0,1,105,19176.0,98627,64043,28699.0,665.0,17100,32531,185175,16903,11044,24,3129,11804.235691002803,1273.1082,690.14424,2030.72993,1910.40269,111.63911,29.4462,294.291,97.593,185.175,0.0,0.0,0.0,3.129,6625.65837,17000.14163,8493.83633912708,28.044165149963177
Lithuania,2014,36581.3,2943472.0,11516.61,52300,6210,11880,12900,53500,36900,3,0,0,0,2,1,105,18399.0,62144,40353,25598.0,647.0,20560,32531,185175,16903,11044,24,3129,12427.942239640806,1209.24405,962.2677,385.91424,479.39364,330.2142,34.6145,758.664,97.593,0.0,0.0,0.0,0.048,3.129,4261.082329999999,32320.217670000005,10980.30410005599,11.648252877836487
Luxembourg,2014,51791.3,549680.0,10397.08,31970,1560,2210,1610,10940,5410,2,0,0,0,0,0,105,71957.0,247472,160696,150219.0,4640.0,82776,32531,185175,16903,11044,24,3129,94220.81938582448,1091.6933999999999,2300.46529,386.05632,355.13816,241.85259,50.7616,447.81816,65.062,0.0,0.0,0.0,0.0,0.0,4938.84752,46852.45248,85235.86901469946,9.53605628744596
Hungary,2014,106297.8,9877365.0,53516.45,125570,50290,73700,25860,124160,74270,8,2,1,2,2,9,105,68921.0,261548,169836,77634.0,4795.0,74316,32531,185175,16903,11044,24,3129,10761.75680457288,5619.22725,8654.40997,13153.24892,12516.9132,2007.61524,595.3472,5519.44932,260.248,370.35,16.903,22.088,0.048,28.161,48764.0091,57533.7909,5824.811667889158,45.87489966866671
Malta,2014,8751.1,429424.0,2796.46,7860,590,1190,4720,3040,1470,5,0,0,0,0,0,105,7158.0,150194,97529,17076.0,2486.0,87032,32531,185175,16903,11044,24,3129,20378.693319423226,293.62829999999997,56.26188,88.61446,116.05951,80.59872,7.55744,127.93704,162.655,0.0,0.0,0.0,0.0,0.0,933.31235,7817.78765,18205.28813014643,10.66508610346128
Netherlands,2014,671560.0,16829289.0,190489.59,281030,18440,31520,30220,243470,128590,9,3,1,1,2,4,105,79400.0,294599,191298,135753.0,6051.0,112156,32531,185175,16903,11044,24,3129,39904.24075550667,20001.40695,22313.782,5432.40556,6029.71296,4102.45566,1473.23697,14422.14004,292.779,555.525,16.903,11.044,0.048,12.516,74663.95513999998,596896.04486,35467.6923582452,11.117987244624453
Austria,2014,333146.1,8507786.0,73849.42,181980,16050,28310,14530,118170,63410,20,1,1,0,0,0,105,75781.0,227195,147529,113124.0,8226.0,75613,32531,185175,16903,11044,24,3129,39157.79028762594,7754.1891,13790.62638,3646.47975,4176.54599,1643.69172,972.06642,4794.62033,650.62,185.175,16.903,0.0,0.0,0.0,37630.917689999995,295515.18231,34734.67507410271,11.295620056785896
Poland,2014,408967.8,38017856.0,351726.81,724460,126150,225430,659710,648300,304220,307,9,9,18,82,37,105,27011.0,129265,83938,42598.0,3070.0,70606,32531,185175,16903,11044,24,3129,10757.255748456726,36931.31505,19568.38906,16306.77975,18922.14334,28102.32658,1990.281,21479.75732,9987.017,1666.575,152.127,198.792,1.968,115.773,155423.24409999995,253544.55590000004,6669.091384322147,38.00378516352631
Portugal,2014,173053.7,10427301.0,53977.84,160340,50890,68670,43550,150890,58250,26,2,1,2,22,8,105,31431.0,234012,151956,35284.0,2221.0,25361,32531,185175,16903,11044,24,3129,16596.212193356652,5667.673199999999,5039.64654,11908.87068,10434.81852,1536.6182,335.12669,1477.27825,845.806,370.35,16.903,22.088,0.528,25.032,37680.73907999999,135372.96092,12982.550414532008,21.774015279650186
Romania,2014,150708.6,19947311.0,81226.92,222080,115050,153460,183220,245330,186090,38,3,2,4,11,11,105,52412.0,217324,141119,61831.0,3748.0,48662,32531,185175,16903,11044,24,3129,7555.3341500516035,8528.8266,11639.65696,25003.1262,21656.12174,11328.67582,919.49684,9055.51158,1236.178,555.525,33.806,44.176,0.264,34.419,90035.78374,60672.81626000001,3041.653898111881,59.74163633661251
Slovenia,2014,37634.3,2061085.0,17224.3,38720,12060,13750,7700,32460,18310,4,1,0,1,1,1,105,84406.0,373078,242259,93509.0,10127.0,80401,32531,185175,16903,11044,24,3129,18259.46042982216,1808.5515,3268.20032,4499.32068,3331.06125,720.0193,328.72242,1472.14231,130.124,185.175,0.0,11.044,0.024,3.129,15757.513779999997,21876.786220000005,10614.208642535366,41.870086011962485
Slovakia,2014,76092.7,5415949.0,33365.55,74740,16360,21730,44420,97740,30110,11,1,1,1,2,4,105,50306.0,233434,151580,60571.0,5753.0,104309,32531,185175,16903,11044,24,3129,14049.744560002318,3503.3827500000007,3759.87044,3818.98024,3293.8334,2690.56382,562.29822,3140.74399,357.841,185.175,16.903,11.044,0.048,12.516,21353.199859999997,54739.500140000004,10107.09298407352,28.06208724358578
Finland,2014,206897.0,5451270.0,37742.26,150710,19380,33810,44250,93660,35150,17,1,1,3,17,23,105,14520.0,65365,42445,17104.0,634.0,13649,32531,185175,16903,11044,24,3129,37953.90798841371,3962.9373000000005,2188.3092,1266.7737,1435.06545,756.852,59.38044,479.76235,553.027,185.175,16.903,33.132,0.408,71.967,11009.692440000003,195887.30756,35934.251570734894,5.321339816430399
Sweden,2014,438833.9,9644864.0,12796.14,151050,20240,38510,20610,154210,54540,9,1,0,1,8,5,105,18625.0,53538,34765,20187.0,932.0,17421,32531,185175,16903,11044,24,3129,45499.23150808555,1343.5946999999999,2813.30625,1083.60912,1338.80015,416.05407,143.72372,950.14134,292.779,185.175,0.0,11.044,0.192,15.645,8594.064349999999,430239.83565,44608.180649307236,1.9583866127935872
Norway,2014,375947.3,5107970.0,35943.02,191130,25830,34390,17330,169460,30170,6,0,0,1,0,5,105,16865.64706,56741,36845,15510.52941,1117.0,9684,32531,185175,16903,11044,24,3129,73600.13860692212,3774.0170999999996,3223.5311225777996,1465.62003,1267.09955,268.7974746753,189.28682,292.16628,195.186,0.0,0.0,11.044,0.0,15.645,10702.3933772531,365244.9066227469,71504.90441853552,2.8467802208589075
Switzerland,2014,553942.2,8139631.0,48671.07,76940,7020,14920,7250,89170,56530,15,1,1,0,0,0,105,143134.2577,306655,199126,232060.8763,12280.68085,65004,32531,185175,16903,11044,24,3129,68054.95236823389,5110.46235,11012.749787438,2152.7181,2970.95992,1682.441353175,1095.0683113945,3674.67612,487.965,185.175,16.903,0.0,0.0,0.0,28389.1189420075,525553.0810579924,64567.187512307675,5.124924395001409
United Kingdom,2014,2311080.2,64351203.0,525617.22,1057360,112170,173040,331350,820690,266710,107,5,5,18,140,43,105,55633.0,268250,174188,117414.0,4722.0,102606,32531,185175,16903,11044,24,3129,35913.550831365195,55189.808099999995,58824.10888,30089.6025,30141.49152,38905.1289,3875.29818,27366.04626,3480.817,925.875,84.515,198.792,3.36,134.547,249219.39034,2061860.8096600003,32040.75003322005,10.783675544448869
Belgium,2015,416701.4,11237274.0,118107.4,197880,22190,30960,40980,117530,70050,29,2,1,1,5,6,105,67427.0,512037,332491,159275.0,7953.0,162801,32531,185175,16903,11044,24,3129,37082.07168393331,12401.277,13342.45476,11362.10103,10293.92136,6527.0895,934.71609,11404.21005,943.399,370.35,16.903,11.044,0.12,18.774,67626.35979000002,349075.04021,31064.032096218354,16.228973502368845
Bulgaria,2015,45812.3,7202198.0,54188.37,115560,31500,55330,142370,80570,45110,74,2,1,3,6,6,105,39770.0,309647,201070,46368.0,2791.0,58106,32531,185175,16903,11044,24,3129,6360.877609862989,5689.778850000001,4595.8212,9753.8805,11125.2031,6601.41216,224.87087,2621.16166,2407.294,370.35,16.903,33.132,0.144,18.774,43458.72533999999,2353.574660000013,326.78560905990264,94.86257040139873
Czechia,2015,169558.2,10538275.0,122277.33,204340,41050,52490,129340,230040,106880,20,1,2,2,5,10,105,49118.0,282451,183409,71277.0,8138.0,131699,32531,185175,16903,11044,24,3129,16089.749033878887,12839.11965,10036.77212,11594.61355,9627.13841,9218.96718,1872.06552,14075.98912,650.62,185.175,33.806,22.088,0.12,31.29,70187.76454999999,99370.43545000002,9429.478301714465,41.39449731714537
Denmark,2015,273017.6,5659715.0,49733.03,113930,17130,26940,9980,114970,75090,12,1,0,0,3,2,105,25320.0,124113,80593,54274.0,1483.0,25524,32531,185175,16903,11044,24,3129,48238.75407153893,5221.96815,2884.7076,2126.05569,2171.17542,541.65452,170.50051,1916.59716,390.372,185.175,0.0,0.0,0.072,6.258,15614.536049999997,257403.06394999998,45479.86319982543,5.719241561716167
Germany,2015,3026180.0,81197537.0,877518.95,1363900,102510,214200,336000,1147280,640690,165,12,9,7,135,76,105,74688.0,266647,173147,116457.0,5720.0,90548,32531,185175,16903,11044,24,3129,37269.35707421765,92139.48975,101866.9632,27333.98397,37088.0874,39129.552,6562.4416,58013.19812,5367.615,2222.1,152.127,77.308,3.24,237.804,370193.91004,2655986.08996,32710.180481952302,12.233043310047652
Estonia,2015,20631.4,1314870.0,15908.68,30670,9550,14490,36050,22050,10450,31,1,1,8,5,8,105,7116.0,26735,17360,6789.0,508.0,15020,32531,185175,16903,11044,24,3129,15690.828751131294,1670.4114000000002,218.24772,255.31925,251.5464,244.74345,11.2014,156.959,1008.461,185.175,16.903,88.352,0.12,25.032,4132.47162,16498.92838,12547.954079110485,20.030010663357793
Ireland,2015,262975.9,4677627.0,67743.25,114590,14080,28800,15890,108870,119560,6,0,0,1,6,3,105,29855.0,50219,32609,77934.0,1779.0,15632,32531,185175,16903,11044,24,3129,56219.93801557927,7113.04125,3421.08445,707.08352,939.1392,1238.37126,193.67973,1868.96192,195.186,0.0,0.0,11.044,0.144,9.387,15697.12233,247278.77767,52864.15049126405,5.969034550314306
Greece,2015,176368.9,10858018.0,91705.29,262940,42540,69590,101650,164820,64230,10,2,1,3,40,15,105,26670.0,145705,94614,36550.0,3480.0,41129,32531,185175,16903,11044,24,3129,16243.194660388295,9629.05545,7012.6098,6198.2907,6584.18826,3715.3075,573.5736,2641.71567,325.31,370.35,16.903,33.132,0.96,46.935,37148.330979999984,139220.56902,12821.913632856384,21.062858009547025
Spain,2015,1077590.0,46449565.0,299448.05,772270,127780,186400,257670,577170,452710,96,7,4,12,43,27,105,42135.0,201671,130955,71915.0,3611.0,22806,32531,185175,16903,11044,24,3129,23199.140831566452,31442.04525,32539.59645,25769.52038,24410.012,18530.33805,2084.16087,10324.50426,3122.976,1296.225,67.612,132.528,1.032,84.483,149805.03326,927784.9667400001,19974.02918068232,13.901858151987305
France,2015,2198432.0,66458153.0,423346.42,949050,141460,221690,151020,1023420,616380,86,3,4,5,42,31,105,63655.0,208191,135189,111252.0,6209.0,42588,32531,185175,16903,11044,24,3129,33079.944307209385,44451.3741,60411.77775,29450.69886,29970.04941,16801.27704,6354.41478,26250.39144,2797.666,555.525,67.612,55.22,1.008,96.999,217264.01338000002,1981167.98662,29810.759059464082,9.882680627829291
